division_name,district_name,block_name,panchayat_name
Saran,Saran,Dariyapur,Sajanpur Matihan
Saran,Saran,Dariyapur,Akbarpur
Saran,Saran,Dariyapur,Jitwarpur
Saran,Saran,Dighwara,Manupur
Saran,Saran,Dighwara,Sitalpur
Saran,Saran,Dighwara,Kuraiya
Saran,Saran,Dighwara,Trilok Chak
Saran,Saran,Dighwara,Akilpur
Saran,Saran,Garkha,Bajitpur
Saran,Saran,Garkha,Mithepur
Saran,Saran,Ishuapur,Ramchoura
Saran,Saran,Ishuapur,Aata Nagar
Saran,Saran,Jalalpur,Kishunpur
Saran,Saran,Jalalpur,Madhopur
Saran,Saran,Jalalpur,Rampur Noornagar
Saran,Saran,Jalalpur,Sakaddi
Saran,Saran,Lahladpur,Banpura
Saran,Saran,Maker,Bagha Kol
Saran,Saran,Maker,Kautaka Nandan
Saran,Saran,Maker,Kautaka Lachhi
Saran,Saran,Maker,Bhatha
Saran,Saran,Manjhi,Inayatpur
Saran,Saran,Manjhi,Daudpur
Saran,Saran,Manjhi,Lejuar
Saran,Saran,Marhourah,Tejpurwa
Saran,Saran,Marhourah,Bardahiya
Saran,Saran,Marhourah,Olhanpur
Saran,Saran,Marhourah,Mubarakpur
Saran,Saran,Mashrakh,Dumarsan
Saran,Saran,Mashrakh,Khajuri
Saran,Saran,Nagra,Khairah
Saran,Saran,Parsa,Pachalakh
Saran,Saran,Parsa,Saguni
Saran,Saran,Revelganj,Inai
Saran,Saran,Sonepur,Hasilpur
Saran,Saran,Sonepur,Rasulpur
Saran,Saran,Sonepur,Saidpur
Saran,Saran,Sonepur,Kasmat
Saran,Saran,Sonepur,Kharika
Saran,Saran,Sonepur,Gangajal
Saran,Saran,Sonepur,Bharpura
Saran,Saran,Sonepur,Jahangirpur
Saran,Saran,Sonepur,Kalyanpur
Saran,Saran,Sonepur,Najarmira
Saran,Saran,Sonepur,Sawalpur Uttary
Saran,Saran,Sonepur,Sawalpur Pachhiyari
Saran,Saran,Sonepur,Swalpur Middle
Saran,Saran,Sonepur,Sawalpur Eastern
Saran,Saran,Taraiyan,Madhopur
Saran,Saran,Taraiyan,Deori
Saran,Saran,Taraiyan,Bhatgai
Munger,Shekhpura,Barbigha,Samas Bujurg
Munger,Shekhpura,Chewara,Chathiyara
Munger,Shekhpura,Chewara,Lohan
Munger,Shekhpura,Chewara,Siyani
Munger,Shekhpura,Ghat Kusumbha,Panapur
Munger,Shekhpura,Sheikhpura,Gagari
Munger,Shekhpura,Sheikhpura,Kare
Munger,Shekhpura,Sheikhpura,Kosara
Munger,Shekhpura,Sheikhpura,Kusumbha
Munger,Shekhpura,Shekhopur Sarai,Onama
Tirhut,Sheohar,Dumari Katsari,Jahangirpur
Tirhut,Sheohar,Dumari Katsari,Nayagaon Purvi
Tirhut,Sheohar,Dumari Katsari,Rohua
Tirhut,Sheohar,Dumari Katsari,Shyampur
Tirhut,Sheohar,Piprahi,Amba Daksani
Tirhut,Sheohar,Piprahi,Basahiya Shekh
Tirhut,Sheohar,Piprahi,Kamrauli
Tirhut,Sheohar,Piprahi,Kuama
Tirhut,Sheohar,Sheohar,Khairwadarp
Tirhut,Sheohar,Sheohar,Mathurapur Kahtarwa
Tirhut,Sheohar,Sheohar,Mirjapur Dhobahi
Tirhut,Sheohar,Sheohar,Sugiya
Tirhut,Sheohar,Sheohar,Tajpur
Tirhut,Sheohar,Tariyani Chowk,Athkoni
Tirhut,Sheohar,Tariyani Chowk,Brindavan
Tirhut,Sheohar,Tariyani Chowk,Visambharpur
Tirhut,Sitamarhi,Bairgania,Akhta Paschimi
Tirhut,Sitamarhi,Bairgania,Belaganj
Tirhut,Sitamarhi,Bairgania,Musachak
Tirhut,Sitamarhi,Bairgania,Parsauni
Tirhut,Sitamarhi,Bajpatti,Bajpatti
Tirhut,Sitamarhi,Belsand,Sauli
Tirhut,Sitamarhi,Parsauni,Parsauni Mailwar
Tirhut,Sitamarhi,Pupri,Balha Maksudan
Tirhut,Sitamarhi,Riga,Sirauli Second
Tirhut,Sitamarhi,Runnisaidpur,Athari
Tirhut,Sitamarhi,Runnisaidpur,Bulandpur
Tirhut,Sitamarhi,Runnisaidpur,Giddha Phulwaria
Tirhut,Sitamarhi,Runnisaidpur,Gurdah Urf Gausnagar
Tirhut,Sitamarhi,Runnisaidpur,Manik Chauk Paschimi
Tirhut,Sitamarhi,Runnisaidpur,Manik Chauk Uttari
Tirhut,Sitamarhi,Runnisaidpur,Rain Vishuni
Tirhut,Sitamarhi,Runnisaidpur,Runnisaidpur Uttar
Tirhut,Sitamarhi,Runnisaidpur,Sirkhiriya
Tirhut,Sitamarhi,Sonbarsa,Bishanpur Gonahi
Tirhut,Sitamarhi,Sonbarsa,Khap Khopraha
Tirhut,Sitamarhi,Sonbarsa,Madhiya
Tirhut,Sitamarhi,Sonbarsa,Purandaha Rajwara Purvi
Tirhut,Sitamarhi,Suppi,Akhta Purab
Tirhut,Sitamarhi,Suppi,Akhta Uttar
Tirhut,Sitamarhi,Suppi,Barharwa
Tirhut,Sitamarhi,Suppi,Maniari
Tirhut,Sitamarhi,Suppi,Sasaula
Saran,Siwan,Andar,Jamalpur
Saran,Siwan,Barharia,Bahuara Kadir
Saran,Siwan,Barharia,Bhamopali
Saran,Siwan,Barharia,Hardobara
Saran,Siwan,Barharia,Hariharpurlalgarh
Saran,Siwan,Barharia,Lakri
Saran,Siwan,Barharia,Nawalpur
Saran,Siwan,Barharia,Sikandarpur
Saran,Siwan,Barharia,Tetahli
Saran,Siwan,Basantpur,Rajapur
Saran,Siwan,Bhagwanpur Hat/Bhagwanpur,Arazi Balaha
Saran,Siwan,Bhagwanpur,Bansohi
Saran,Siwan,Bhagwanpur,Bhikhampur
Saran,Siwan,Bhagwanpur,Bithuna
Saran,Siwan,Bhagwanpur,Kaudia
Saran,Siwan,Bhagwanpur,Khedwa
Saran,Siwan,Bhagwanpur,Sagarsultanpur Dakshin
Saran,Siwan,Bhagwanpur,Sodhani
Saran,Siwan,Darauli,Chakari
Saran,Siwan,Darauli,Karom
Saran,Siwan,Darauli,Sarharwa
Saran,Siwan,Darauli,Tiyar
Saran,Siwan,Duraundha,Karsaut
Saran,Siwan,Duraundha,Madasara
Saran,Siwan,Duraundha,Serhi
Saran,Siwan,Goriakothi/Goreakothi,Bindwal
Saran,Siwan,Goriakothi/Goreakothi,Mahamad Pur
Saran,Siwan,Guthani,Belour
Saran,Siwan,Guthani,Bishwar
Saran,Siwan,Guthani,Jataur
Saran,Siwan,Guthani,Parari
Saran,Siwan,Hasanpura,Harpur Kotwa
Saran,Siwan,Hussainganj,Chapia
Saran,Siwan,Hussainganj,Pakawalia
Saran,Siwan,Lakri Nabiganj,Baldiha
Saran,Siwan,Lakri Nabiganj,Jagat Pur
Saran,Siwan,Lakri Nabiganj,Lakhnora
Saran,Siwan,Maharajganj,Balia
Saran,Siwan,Maharajganj,Siktia
Saran,Siwan,Mairwa,Bargaon
Saran,Siwan,Nautan,Khap Bankat
Saran,Siwan,Raghunathpur,Raj Pur
Saran,Siwan,Siswan,Baghauna
Saran,Siwan,Siswan,Bhikhpur
Saran,Siwan,Siwan Sadar,Baletha
Saran,Siwan,Siwan Sadar,Makriyar
Saran,Siwan,Siwan Sadar,Pachlakhi
Saran,Siwan,Siwan Sadar,Pithori
Saran,Siwan,Siwan Sadar,Ramapali
Saran,Siwan,Siwan Sadar,Sarsar
Saran,Siwan,Ziradei,Narendrapur
Koshi,Supaul,Basantpur,Balbhadra Pur
Koshi,Supaul,Basantpur,Bhagwanpur
Koshi,Supaul,Basantpur,Bhim Nagar
Koshi,Supaul,Basantpur,Bishanpur Siv Ram
Koshi,Supaul,Basantpur,Koch Gama
Koshi,Supaul,Basantpur,Kusher
Koshi,Supaul,Basantpur,Nirmali
Koshi,Supaul,Basantpur,Parmannd Pur
Koshi,Supaul,Basantpur,Ratanpur
Koshi,Supaul,Basantpur,Satanpatti
Koshi,Supaul,Chhatapur,Bhimpur
Koshi,Supaul,Chhatapur,Charne
Koshi,Supaul,Chhatapur,Gwalpara
Koshi,Supaul,Chhatapur,Kathara
Koshi,Supaul,Chhatapur,Laxminia
Koshi,Supaul,Chhatapur,Laxmipur
Koshi,Supaul,Chhatapur,Madhopur
Koshi,Supaul,Chhatapur,Mohammadganj
Koshi,Supaul,Chhatapur,Rajeshwari East
Koshi,Supaul,Chhatapur,Sohta
Koshi,Supaul,Chhatapur,Thuthi
Koshi,Supaul,Kishanpur,Dubyahi
Koshi,Supaul,Kishanpur,Kathra Kadampura
Koshi,Supaul,Kishanpur,Kishanpur North
Koshi,Supaul,Kishanpur,Parsa Madho
Koshi,Supaul,Nirmali,Bela Singar Moti
Koshi,Supaul,Nirmali,Dighya
Koshi,Supaul,Pipra,Nirmali
Koshi,Supaul,Pipra,Rampur
Koshi,Supaul,Pipra,Thadi Bhawanipur
Koshi,Supaul,Pipra,Thumha
Koshi,Supaul,Pipra,Tulapatti
Koshi,Supaul,Pratapganj,Bhawanipur North
Koshi,Supaul,Pratapganj,Bhawanipur South
Koshi,Supaul,Pratapganj,Chilauni South
Koshi,Supaul,Pratapganj,Govindpur
Koshi,Supaul,Pratapganj,Sripur
Koshi,Supaul,Pratapganj,Suryapur
Koshi,Supaul,Raghopur,Champa Nagar
Koshi,Supaul,Raghopur,Hariraha
Koshi,Supaul,Raghopur,Karjain
Koshi,Supaul,Raghopur,Parmanandpur
Koshi,Supaul,Raghopur,Vaysi
Koshi,Supaul,Saraigarh Bhaptiyahi,Bhaptiyahi
Koshi,Supaul,Saraigarh Bhaptiyahi,Chithi Hanuman Nagar
Koshi,Supaul,Saraigarh Bhaptiyahi,Dholi
Koshi,Supaul,Saraigarh Bhaptiyahi,Lalgang Bagava Tengraha
Koshi,Supaul,Saraigarh Bhaptiyahi,Laukha
Koshi,Supaul,Saraigarh Bhaptiyahi,Sahpur Pirthi Patti
Koshi,Supaul,Supaul,Amha
Koshi,Supaul,Supaul,Bairo
Koshi,Supaul,Supaul,Bakaur
Koshi,Supaul,Supaul,Balba
Koshi,Supaul,Supaul,Balha
Koshi,Supaul,Supaul,Baruari
Koshi,Supaul,Supaul,Beena
Koshi,Supaul,Supaul,Chainsinatti
Koshi,Supaul,Supaul,Ghuran
Koshi,Supaul,Supaul,Gopalpur Sire
Koshi,Supaul,Supaul,Hardi West
Koshi,Supaul,Supaul,Karnpur
Koshi,Supaul,Supaul,Laukha
Koshi,Supaul,Supaul,Laurh
Koshi,Supaul,Supaul,Malhni
Koshi,Supaul,Supaul,Parsarma Parsauni
Koshi,Supaul,Supaul,Pipra Khurd
Koshi,Supaul,Supaul,Sukhpur Solhni
Koshi,Supaul,Supaul,Telwa
Koshi,Supaul,Triveniganj,Gonha
Koshi,Supaul,Triveniganj,Guria
Koshi,Supaul,Triveniganj,Karherwa
Koshi,Supaul,Triveniganj,Koriapatti East
Koshi,Supaul,Triveniganj,Latauna South
Koshi,Supaul,Triveniganj,Manganj East
Koshi,Supaul,Triveniganj,Nandana
Koshi,Supaul,Triveniganj,Parsa Garhi North
Koshi,Supaul,Triveniganj,Parsa Garhi South
Koshi,Supaul,Triveniganj,Thalha Gahria North
Tirhut,Vaishali,Bhagwanpur,Asoi Laxiram
Tirhut,Vaishali,Bhagwanpur,Harbanshpur
Tirhut,Vaishali,Bhagwanpur,Jahangirpur Patedha
Tirhut,Vaishali,Bhagwanpur,Majhauli Mahmadpur Buzurg
Tirhut,Vaishali,Bhagwanpur,Prataptand West
Tirhut,Vaishali,Bhagwanpur,Shambhupur Mahodat
Tirhut,Vaishali,Bidupur,Bajitpur Saidad
Tirhut,Vaishali,Bidupur,Daudnagar
Tirhut,Vaishali,Bidupur,Kutubpur
Tirhut,Vaishali,Bidupur,Majilispur
Tirhut,Vaishali,Bidupur,Nawanagar
Tirhut,Vaishali,Bidupur,Rajasan
Tirhut,Vaishali,Bidupur,Saidpur Ganesh
Tirhut,Vaishali,Bidupur,Sitalpur Kamalpur
Tirhut,Vaishali,Burmu/Jandaha,Khopi
Tirhut,Vaishali,Burmu/Jandaha,Laxmipur Barbatta
Tirhut,Vaishali,Chehra kalan,Khajechand Chhapra
Tirhut,Vaishali,Desri,Desri
Tirhut,Vaishali,Goraul,Rasalpur Turki
Tirhut,Vaishali,Goraul,Rasulpur Korigawan
Tirhut,Vaishali,Hajipur,Andhrawara
Tirhut,Vaishali,Hajipur,Bishunpur Baladhari
Tirhut,Vaishali,Hajipur,Bishunpur Basand
Tirhut,Vaishali,Hajipur,Chakunda Urf Milki
Tirhut,Vaishali,Hajipur,Hilalpur
Tirhut,Vaishali,Hajipur,Sahdullahpur Satan
Tirhut,Vaishali,Lalganj,Gurmiya
Tirhut,Vaishali,Lalganj,Jalalpur
Tirhut,Vaishali,Lalganj,Sahdullahpur
Tirhut,Vaishali,Lalganj,Sarariya
Tirhut,Vaishali,Lalganj,Shital Bhakurahar
Tirhut,Vaishali,Mahnar,Alipur Hatta
Tirhut,Vaishali,Mahnar,Basudeopur Chandel
Tirhut,Vaishali,Mahnar,Chamarhara
Tirhut,Vaishali,Mahnar,Dedhpura
Tirhut,Vaishali,Mahnar,Hasanpur North
Tirhut,Vaishali,Mahnar,Mahammadpur
Tirhut,Vaishali,Mahnar,Mahindwara
Tirhut,Vaishali,Mahua,Bishunpur Hiraram
Tirhut,Vaishali,Mahua,Gauspur Chakmajahid
Tirhut,Vaishali,Mahua,Hasanpur Osti
Tirhut,Vaishali,Mahua,Kanhauli Bishanparsi
Tirhut,Vaishali,Mahua,Kanhauli Dhanraj
Tirhut,Vaishali,Patepur,Chandpur Fateh
Tirhut,Vaishali,Patepur,Dedhua
Tirhut,Vaishali,Patepur,Ladho
Tirhut,Vaishali,Patepur,Mudah Buzurg
Tirhut,Vaishali,Raghopur,Bahrampur
Tirhut,Vaishali,Raghopur,Birpur
Tirhut,Vaishali,Raghopur,Chaksingar
Tirhut,Vaishali,Raghopur,Chandpura
Tirhut,Vaishali,Raghopur,Fatehpur
Tirhut,Vaishali,Raghopur,Jahangirpur
Tirhut,Vaishali,Raghopur,Jurawanpur Barari
Tirhut,Vaishali,Raghopur,Jurawanpur Karari
Tirhut,Vaishali,Raghopur,Mallikpur
Tirhut,Vaishali,Raghopur,Mohanpur
Tirhut,Vaishali,Raghopur,Paharpur East
Tirhut,Vaishali,Raghopur,Paharpur West
Tirhut,Vaishali,Raghopur,Raghopur East
Tirhut,Vaishali,Raghopur,Raghopur West
Tirhut,Vaishali,Raghopur,Rampur Shyamchand
Tirhut,Vaishali,Raghopur,Rustampur
Tirhut,Vaishali,Raghopur,Saidabad
Tirhut,Vaishali,Raghopur,Saraipur Urf Diwantok
Tirhut,Vaishali,Raghopur,Terasiya
Tirhut,Vaishali,Raghopur,Zafarabad Tok
Tirhut,Vaishali,Sahdei Buzurg,Chakfaij
Tirhut,Vaishali,Sahdei Buzurg,Salha
Tirhut,Vaishali,Sahdei Buzurg,Sultanpur
Tirhut,Vaishali,Vaishali,Chintamanipur
Tirhut,Vaishali,Vaishali,Mahmadpur
Tirhut,Vaishali,Vaishali,Mataiya
Tirhut,Pashchim Champaran,Bairia,Patjirwa (North)
Tirhut,Pashchim Champaran,Bairia,Miyapur
Tirhut,Pashchim Champaran,Bairia,Suryapur
Tirhut,Pashchim Champaran,Bairia,Fuliakhand
Tirhut,Pashchim Champaran,Bhitha,Semarwari
Tirhut,Pashchim Champaran,Bhitha,Prasauna
Tirhut,Pashchim Champaran,Bhitha,Manpur
Tirhut,Pashchim Champaran,Bhitha,Chilawania
Tirhut,Pashchim Champaran,Chanpatia,Musahari Senuaria
Tirhut,Pashchim Champaran,Chanpatia,Turahapatti (East)
Tirhut,Pashchim Champaran,Chanpatia,Turahapatti (West)
Tirhut,Pashchim Champaran,Chanpatia,Mahna Kuli
Tirhut,Pashchim Champaran,Gaunaha,Mahui
Tirhut,Pashchim Champaran,Gaunaha,Matiarawa
Tirhut,Pashchim Champaran,Gaunaha,Siththi
Tirhut,Pashchim Champaran,Gaunaha,Rupauliua
Tirhut,Pashchim Champaran,Gaunaha,Domath
Tirhut,Pashchim Champaran,Gaunaha,Dhamaura
Tirhut,Pashchim Champaran,Gaunaha,Dhanauji
Tirhut,Pashchim Champaran,Gaunaha,Bhitiharawa
Tirhut,Pashchim Champaran,Jogapatti,Donawar
Tirhut,Pashchim Champaran,Jogapatti,Piparahiya
Tirhut,Pashchim Champaran,Jogapatti,Dhadhwa
Tirhut,Pashchim Champaran,Jogapatti,Pipara Naurangia
Tirhut,Pashchim Champaran,Lauriya,Basawaria
Tirhut,Pashchim Champaran,Mainatand,Chauhatta
Tirhut,Pashchim Champaran,Mainatand,Bhangaha
Tirhut,Pashchim Champaran,Mainatand,Inarawa
Tirhut,Pashchim Champaran,Mainatand,Mahuawa Sangraua
Tirhut,Pashchim Champaran,Mainatand,Tola Chaparia
Tirhut,Pashchim Champaran,Majhaulia,Ba A
Tirhut,Pashchim Champaran,Majhaulia,Rajabhar
Tirhut,Pashchim Champaran,Majhaulia,Ramnagar Bankat
Tirhut,Pashchim Champaran,Majhaulia,Senuaria
Tirhut,Pashchim Champaran,Narkatiaganj,Shikarpur
Tirhut,Pashchim Champaran,Narkatiaganj,Manwa Parsi
Tirhut,Pashchim Champaran,Narkatiaganj,Nautanwa
Tirhut,Pashchim Champaran,Narkatiaganj,Purnia Harsari
Tirhut,Pashchim Champaran,Narkatiaganj,Rajpur Tumkaria
Tirhut,Pashchim Champaran,Narkatiaganj,Kundilpur
Tirhut,Pashchim Champaran,Nautan,Bardaha
Tirhut,Pashchim Champaran,Nautan,Jamunia
Tirhut,Pashchim Champaran,Nautan,Telahua (South)
Tirhut,Pashchim Champaran,Piprasi,Semara Labedahan
Tirhut,Pashchim Champaran,Piprasi,Piparasi
Tirhut,Pashchim Champaran,Piprasi,Saurahan
Tirhut,Pashchim Champaran,Piprasi,Balua
Tirhut,Pashchim Champaran,Piprasi,Dumri Muradih
Tirhut,Pashchim Champaran,Piprasi,Dumri Bhagerawa
Tirhut,Pashchim Champaran,Ramnagar,Naurangia Done
Tirhut,Pashchim Champaran,Ramnagar,Bankatwa Karamahia
Tirhut,Pashchim Champaran,Ramnagar,Bagahi
Tirhut,Pashchim Champaran,Ramnagar,Manchangwa
Tirhut,Pashchim Champaran,Ramnagar,Parsauni
Tirhut,Pashchim Champaran,Ramnagar,Mathia
Tirhut,Pashchim Champaran,Ramnagar,Sohasa
Tirhut,Pashchim Champaran,Bagaha-2,Belahawa Madanpur
Tirhut,Pashchim Champaran,Bagaha-2,Semra Kathakuia
Tirhut,Pashchim Champaran,Bagaha-2,Jimari Nautanawa
Tirhut,Pashchim Champaran,Bagaha-2,Dholbajwa Laxmipur
Tirhut,Pashchim Champaran,Bagaha-2,Bairagi Sonabarasa
Tirhut,Pashchim Champaran,Bagaha-2,Pakwalia Marjadpur
Tirhut,Pashchim Champaran,Sikta,Jagannathpur
Tirhut,Pashchim Champaran,Thakrahan,Sri Nagar
Tirhut,Pashchim Champaran,Thakrahan,Koirpatti
Tirhut,Pashchim Champaran,Thakrahan,Motipur
Saran,Siwan,Mairwa,Mairwa Nagar Panchayat
Saran,Siwan,Andar,Andar Nagar Panchayat
Darbhanga,Samastipur,Patori,Patori Nagar Parishad
Munger,Khargaria,Alauli,Alauli Nagar Panchayat
Munger,Khargaria,Mansi,Mansi Nagar Panchayat
Patna,Nalanda,Silao,Nalanda Nagar Panchayat
Munger,Lakhisarai,Surajgarha,Gopalpur Nagar Panchayat
Magadh,Nawada,Rajauli,Rajauli Nagar Parishad
Patna,Bhojpur,Garhani,Garhani Nagar Panchayat
Koshi,Saharsa,Kahara/Kahra,Bangaon Nagar Panchayat
Purnia,Araria,Araria,Jogbani Nagar Parishad
Purnia,Araria,Narpatganj,Narpatganj Nagar Panchayat
Bhagalpur,Bhagalpur,Naugachhia,Naugachhia Nagar Parishad
Saran,Saran,Chapra Sadar,Chapra Nagar Nigam
Purnia,Katihar,Katihar,Katihar Nagar Nigam
Purnia,Katihar,Kohra/Korha,Kohra/Korha Nagar Panchayat
Magadh,Gaya,Khizirsarai,Khizirsarai Nagar Panchayat
Magadh,Gaya,Sherghati,Sherghati Nagar Paridshad
Magadh,Gaya,Imamganj,Imamganj Nagar Panchayat
Patna,Rohtas,Karakat,Karakat Nagar Panchayat
Patna,Rohtas,Rohtas,Rohtas Nagar Panchayat
Patna,Patna,Danapur,Khagaul Nagar Parishad
Patna,Patna,Danapur,Khagaul Nagar Parishad
Patna,Patna,Barh,Barh Nagar Parishad
Darbhanga,Madhubani,Bisfi,Balha
Bhagalpur,Banka,Bounsi,Bounsi Nagar Panchayat
Tirhut,Pashchim Champaran,Bettiah,Baaravat Sena
Tirhut,Pashchim Champaran,Bettiah,Purvi Kargahiya
